ambitiøs	ADJ	B-adj.mental
,	.	O
og	CONJ	O
dog	ADV	O
må	VERB	O
signalerne	NOUN	B-noun.communication
i	ADP	O
Foghs	NOUN	B-noun.person
aktuelle	ADJ	B-adj.time
skattereform	NOUN	B-noun.act
og	CONJ	O
krisepakker	NOUN	B-noun.abstract
lade	VERB	B-verb.stative
en	PRON	O
vældig	ADJ	B-adj.phys
undren	VERB	B-noun.cognition
tilbage	ADV	B-verb.PARTICLE
.	.	O

ritzau	NOUN	B-noun.institution
.	.	O

Hvis	CONJ	O
den	PRON	O
afdøde	ADJ	B-adj.phys
bruger	VERB	B-noun.person
er	VERB	B-verb.stative
over	ADP	O
18	NUM	O
år	NOUN	B-noun.time
gammel	ADJ	B-adj.time
,	.	O
vurderer	VERB	B-verb.cognition
Arto	NOUN	B-verb.communication
i	ADP	O
hver	PRON	O
enkelt	ADJ	O
sag	NOUN	B-noun.state
,	.	O
om	CONJ	O
profilen	NOUN	B-noun.communication
skal	VERB	O
lukkes	VERB	B-verb.change
på	ADP	O
de	PRON	O
pårørendes	VERB	B-noun.person
opfordring	NOUN	B-noun.communication
.	.	O

"	.	O
Det	PRON	O
er	VERB	B-verb.stative
et	PRON	O
demokratisk	ADJ	B-adj.social
problem	NOUN	B-noun.cognition
,	.	O
at	CONJ	O
nogle	PRON	O
borgere	NOUN	B-noun.person
er	VERB	O
hægtet	VERB	B-verb.stative
af	ADV	B-verb.PARTICLE
på	ADP	O
forhånd	NOUN	O
"	.	O
,	.	O
siger	VERB	B-verb.communication
hun	PRON	O
.	.	O

N	NOUN	O
.	.	O

Sædvanligvis	NOUN	O
dannes	VERB	B-verb.phenomenon
is	NOUN	B-noun.substance
i	ADP	O
sekskantede	NUM	B-adj.phys
strukturer	NOUN	B-noun.shape
af	ADP	O
vandmolekyler	NOUN	B-noun.object
.	.	O

Måske	ADV	O
var	VERB	B-verb.stative
det	PRON	O
,	.	O
spekulerede	VERB	B-verb.cognition
Lasse	NOUN	B-noun.person
Christensen	NOUN	I-noun.person
bagefter	ADV	O
,	.	O
den	PRON	O
kølle	NOUN	B-noun.artifact
,	.	O
som	PRT	O
spillerne	NOUN	B-noun.person
fik	VERB	B-verb.possession
i	ADP	O
hovedet	NOUN	B-noun.body
langfredag	NOUN	B-noun.time
,	.	O
da	CONJ	O
de	PRON	O
lå	VERB	B-verb.stative
i	ADP	O
oplagt	ADJ	O
vinderposition	NOUN	B-noun.relation
på	ADP	O
hjemmebane	NOUN	B-noun.location
mod	ADP	O
FC	NOUN	B-noun.institution
Midtjylland	NOUN	I-noun.institution
,	.	O
men	CONJ	O
satte	VERB	B-verb.possession
et	PRON	O
2	NUM	O
-	.	O
0	NUM	O
-	.	O
forspring	NOUN	B-noun.relation
over	ADP	B-verb.COLL
styr	NOUN	B-verb.COLL
og	CONJ	O
tabte	VERB	B-verb.competition
3	NUM	O
-	.	O
2	NUM	O
,	.	O
som	PRT	O
stadig	ADV	O
plagede	VERB	B-verb.emotion
dem	PRON	O
mentalt	ADJ	B-adj.mental
.	.	O

Når	CONJ	O
den	PRON	O
ene	ADJ	O
af	ADP	O
dem	PRON	O
har	VERB	O
indrømmet	VERB	B-verb.communication
at	PRT	O
have	VERB	O
haft	VERB	B-verb.act
seksuelt	ADJ	B-adj.phys
samkvem	VERB	B-noun.act
,	.	O
hvordan	ADV	O
kan	VERB	O
politiet	NOUN	B-noun.institution
så	ADV	O
i	ADP	O
sin	PRON	O
afgørelse	NOUN	B-noun.act
fastslå	VERB	B-verb.communication
,	.	O
at	CONJ	O
der	PRT	O
ikke	ADV	O
er	VERB	B-verb.stative
tegn	NOUN	O
på	ADP	O
seksuel	NOUN	B-adj.phys
aktivitet	NOUN	B-noun.act
?	.	O
,	.	O
spørger	VERB	B-verb.communication
hun	PRON	O
blandt	ADP	O
andet	PRON	O
.	.	O

Samtidig	ADV	O
skal	VERB	O
både	ADV	O
Politiets	NOUN	B-noun.institution
Efterretningstjeneste	NOUN	I-noun.institution
(	.	O
PET	NOUN	B-noun.institution
)	.	O
og	CONJ	O
Rigspolitiets	NOUN	B-noun.institution
Nationale	NOUN	I-noun.institution
Efterforskningsenhed	NOUN	I-noun.institution
(	.	O
NEC	NOUN	B-noun.institution
)	.	O
have	VERB	O
tilført	VERB	B-verb.possession
ekstra	ADJ	B-adj.TOP
medarbejdere	NOUN	B-noun.person
for	ADP	O
at	PRT	O
styrke	VERB	B-verb.change
den	PRON	O
overordnede	ADJ	B-adj.all
indsats	NOUN	B-noun.act
mod	ADP	O
og	CONJ	O
overvågning	NOUN	B-noun.act
af	ADP	O
banderne	NOUN	B-noun.person
.	.	O

Hvad	PRON	O
er	VERB	B-verb.stative
sværest	NOUN	B-adj.all
<COLON>	.	O

Cool	NOUN	B-adj.TOP
fantasi	NOUN	B-noun.cognition
.	.	O

Nu	ADV	O
kan	VERB	O
alt	ADJ	O
omkring	ADP	O
det	PRON	O
nye	ADJ	B-adj.time
radikale	ADJ	B-adj.social
standpunkt	NOUN	B-noun.cognition
jo	ADV	O
lyde	VERB	B-verb.communication
spændende	ADJ	B-adj.TOP
og	CONJ	O
godt	ADJ	B-adj.TOP
.	.	O

Hvideruslands	NOUN	B-noun.institution
premierminister	NOUN	B-noun.person
Sergej	NOUN	B-noun.person
Sidorskij	NOUN	I-noun.person
kan	VERB	O
fejre	VERB	B-verb.social
sin	PRON	O
55	NUM	O
års	NOUN	B-noun.time
fødselsdag	NOUN	B-noun.time
i	ADP	B-noun.time
dag	NOUN	I-noun.time
.	.	O

Men	CONJ	O
selv	PRON	O
om	ADP	O
politiet	NOUN	B-noun.institution
og	CONJ	O
anklagemyndigheden	NOUN	B-noun.institution
har	VERB	O
haft	VERB	B-verb.possession
succes	NOUN	B-noun.abstract
med	ADP	O
at	PRT	O
få	VERB	O
dømt	VERB	B-verb.social
bandemedlemmer	NOUN	B-noun.person
for	ADP	O
alvorlig	ADJ	B-adj.all
kriminalitet	NOUN	B-noun.act
,	.	O
kan	VERB	O
man	PRON	O
sætte	VERB	B-verb.cognition
spørgsmålstegn	NOUN	B-verb.COLL
ved	ADP	B-verb.COLL
,	.	O
hvor	ADV	O
meget	ADJ	O
den	PRON	O
hårde	ADJ	B-adj.all
kurs	NOUN	B-noun.act
har	VERB	O
nyttet	VERB	B-verb.change
.	.	O

Klara	NOUN	B-noun.person
Ek	NOUN	I-noun.person
er	VERB	B-verb.stative
kendt	ADJ	B-adj.social
for	ADP	O
Mozartroller	NOUN	B-noun.attribute
ved	ADP	O
Operaen	NOUN	B-noun.institution
i	ADP	O
København	NOUN	B-noun.location
.	.	O

Vi	PRON	O
er	VERB	O
også	ADV	O
med	ADV	O
i	ADP	O
højesteret	NOUN	B-noun.institution
,	.	O
ja	X	O
,	.	O
endog	ADV	O
helt	ADJ	O
inde	ADV	O
i	ADP	O
nabokontoret	NOUN	B-noun.location
til	ADP	O
præsidentens	NOUN	B-noun.person
ovale	ADJ	B-adj.phys
værelse	NOUN	B-noun.location
til	ADP	O
en	PRON	O
snak	NOUN	B-noun.communication
med	ADP	O
stabschef	NOUN	B-noun.person
Josh	NOUN	B-noun.person
Bolten	NOUN	I-noun.person
-	.	O
manden	NOUN	B-noun.person
,	.	O
der	PRT	O
bestemmer	VERB	B-verb.act
,	.	O
hvad	PRON	O
Bush	NOUN	B-noun.person
skal	VERB	O
bruge	VERB	B-verb.act
sin	PRON	O
tid	NOUN	B-noun.time
på	ADP	O
,	.	O
og	CONJ	O
hvad	PRON	O
han	PRON	O
ikke	ADV	O
behøver	VERB	B-verb.emotion
at	PRT	O
kere	VERB	B-verb.cognition
sig	PRON	B-verb.REFLPRON
om	ADP	B-verb.COLL
.	.	O

En	PRON	O
af	ADP	O
de	PRON	O
på	ADP	O
samme	ADJ	O
tid	NOUN	B-noun.time
mest	ADJ	O
hårdtslående	ADJ	B-adj.all
og	CONJ	O
lethoppende	ADJ	B-adj.all
filosofiske	ADJ	B-adj.all
romaner	NOUN	B-noun.communication
,	.	O
der	PRT	O
kom	VERB	B-verb.creation
ud	ADV	B-verb.COLL
af	ADP	B-verb.COLL
den	PRON	O
franske	ADJ	B-adj.social
oplysning	NOUN	B-noun.domain
i	ADP	O
1700	NUM	B-noun.time
-	.	I-noun.time
tallet	NOUN	I-noun.time
,	.	O
var	VERB	B-verb.stative
Voltaires	NOUN	B-noun.person
(	.	O
1694	NOUN	O
-	.	O
1778	NOUN	O
)	.	O

udlændingepolitikken	NOUN	B-noun.cognition
.	.	O

En	PRON	O
stor	ADJ	B-adj.phys
børneflok	NOUN	B-noun.person
og	CONJ	O
en	PRON	O
endnu	ADV	O
større	ADJ	B-adj.phys
børnebørneflok	NOUN	B-noun.person
giver	VERB	B-verb.possession
god	ADJ	B-adj.all
beskæftigelse	NOUN	B-noun.act
,	.	O
og	CONJ	O
så	ADV	O
er	VERB	B-verb.stative
Jørgen	NOUN	B-noun.person
Georg	NOUN	I-noun.person
Jacobsen	NOUN	I-noun.person
også	ADV	O
ofte	ADV	O
på	ADP	O
plads	NOUN	O
i	ADP	O
operahusene	NOUN	B-noun.building
rundt	ADV	O
i	ADP	O
Europa	NOUN	B-noun.location
til	ADP	O
alverdens	NOUN	B-noun.location
operafestivaler	NOUN	B-noun.process
,	.	O
navnlig	ADV	O
når	CONJ	O
der	PRT	O
er	VERB	B-verb.stative
deltagelse	NOUN	B-noun.act
af	ADP	O
Netrebko	NOUN	B-noun.person
.	.	O

De	PRON	O
smukt	ADJ	O
udformede	VERB	B-adj.all
kompositioner	NOUN	B-noun.communication
,	.	O
som	PRT	O
man	PRON	O
kan	VERB	O
blive	VERB	O
temmelig	ADV	O
bidt	VERB	B-verb.emotion
af	ADV	B-verb.COLL
på	ADP	O
cd	NOUN	B-noun.artifact
'	NOUN	O
erne	NOUN	O
,	.	O
fik	VERB	O
indimellem	ADV	O
frataget	VERB	B-verb.possession
noget	PRON	O
af	ADP	O
deres	PRON	O
opmærksomhed	NOUN	B-noun.cognition
,	.	O
fordi	CONJ	O
rastløsheden	NOUN	B-noun.feeling
tvang	VERB	B-verb.social
en	PRON	O
af	ADP	O
musikerne	NOUN	B-noun.person
til	ADP	O
umotiveret	NOUN	O
at	PRT	O
tæve	VERB	B-verb.act
løs	ADJ	O
på	ADP	O
en	PRON	O
tromme	NOUN	B-noun.artifact
eller	CONJ	O
et	PRON	O
bækken	NOUN	B-noun.artifact
.	.	O

Nu	ADV	O
ville	VERB	O
han	PRON	O
hellere	ADV	O
tale	NOUN	B-verb.communication
om	ADP	O
væddeløbshesten	NOUN	B-noun.animal
Tarok	NOUN	B-noun.animal
.	.	O

Genskabelsen	NOUN	B-noun.act
af	ADP	O
stilen	NOUN	B-noun.attribute
i	ADP	O
objekter	NOUN	B-noun.artifact
,	.	O
mode	NOUN	B-noun.domain
og	CONJ	O
interiører	NOUN	B-noun.artifact
fra	ADP	O
1972	NUM	B-noun.time
er	VERB	O
et	PRON	O
overdådigt	NOUN	B-adj.all

De	PRON	O
sidste	ADJ	B-adj.time
årtiers	NOUN	B-noun.time
ukritiske	ADV	B-adj.mental
tro	VERB	B-noun.cognition
på	ADP	O
utøjlede	NOUN	B-adj.all
markedskræfter	NOUN	B-noun.abstract
som	PRT	O
løsningen	NOUN	B-noun.act
på	ADP	O
ALT	NOUN	O
befinder	VERB	B-verb.stative
sig	PRON	B-verb.REFLPRON
nu	ADV	O
i	ADP	O
kategori	NOUN	B-noun.relation
med	ADP	O
andre	PRON	O
nyreligiøse	ADJ	B-adj.social
sekter	NOUN	B-noun.institution
.	.	O

Fint	ADJ	O
,	.	O
for	CONJ	O
i	ADP	O
dag	NOUN	B-noun.time
skal	VERB	O
vi	PRON	O
grine	VERB	B-verb.communication
ad	ADP	B-verb.COLL
de	PRON	O
døde	ADJ	B-noun.person
,	.	O
selv	PRON	O
om	ADP	O
vi	PRON	O
hele	ADJ	B-adj.all
livet	NOUN	B-noun.time
har	VERB	O
lært	VERB	B-verb.cognition
,	.	O
at	CONJ	O
det	PRON	O
må	VERB	B-verb.emotion
man	PRON	O
ikke	ADV	O
.	.	O

Nu	ADV	O
om	ADP	O
stunder	NOUN	O
har	VERB	B-verb.emotion
de	PRON	O
mere	ADJ	O
brug	NOUN	B-verb.COLL
for	ADP	B-verb.COLL
en	PRON	O
computerspecialist	NOUN	B-noun.person
.	.	O

Ellers	ADV	O
ligner	VERB	B-verb.stative
2009	NOUN	B-noun.time
et	PRON	O
lidt	ADJ	O
magert	NOUN	B-adj.all
år	NOUN	B-noun.time
forud	ADV	O
for	ADP	O
40	NUM	B-noun.process
-	.	I-noun.process
års	NOUN	I-noun.process
fødselsdagen	NOUN	I-noun.process
i	ADP	O
næste	ADJ	B-adj.time
sæson	NOUN	B-noun.time
.	.	O

På	ADP	O
førstepladsen	NOUN	B-noun.relation
ligger	VERB	B-verb.stative
ikke	ADV	O
overraskende	VERB	O
Michael	NOUN	B-noun.person
Jacksons	NOUN	I-noun.person
'	NOUN	O
Thriller	NOUN	B-noun.communication
'	NOUN	O
,	.	O
som	PRT	O
også	ADV	O
er	VERB	B-verb.stative
den	PRON	O
bedst	ADJ	O
sælgende	VERB	B-adj.all
plade	NOUN	B-noun.communication
nogensinde	ADV	O
.	.	O

Som	PRT	O
så	ADV	O
ofte	ADV	O
før	ADV	O
,	.	O
når	CONJ	O
parlamentet	NOUN	B-noun.institution
har	VERB	O
været	VERB	B-verb.stative
i	ADP	O
mediernes	NOUN	B-noun.institution
søgelys	NOUN	B-noun.cognition
,	.	O
undgik	VERB	B-verb.motion
den	PRON	O
pressesky	ADJ	B-adj.mental
embedsmand	NOUN	B-noun.person
journalisternes	NOUN	B-noun.person
mange	ADJ	B-adj.all
spørgsmål	NOUN	B-noun.communication
.	.	O

Næsten	ADV	O
ni	NUM	O
af	ADP	O
ti	NUM	O
A	X	B-noun.institution
-	.	I-noun.institution
kasser	NOUN	I-noun.institution
venter	VERB	B-verb.cognition
,	.	O
at	CONJ	O
massefyringer	NOUN	B-noun.act
rammer	VERB	B-verb.phenomenon
deres	PRON	O
medlemmer	NOUN	B-noun.person
.	.	O

Det	PRON	O
burde	VERB	B-verb.emotion
måske	ADV	O
nok	ADV	O
få	ADJ	B-verb.act
lærdommen	NOUN	B-noun.cognition
om	ADP	O
racismen	NOUN	B-noun.domain
i	ADP	O
de	PRON	O
amerikanske	ADJ	B-adj.social
sydstater	NOUN	B-noun.location
under	ADP	O
1960	NUM	B-noun.time
'	NOUN	I-noun.time
ernes	ADJ	I-noun.time
kamp	NOUN	B-noun.motive
for	ADP	O
borgerrettigheder	NOUN	B-noun.abstract
til	ADP	O
de	PRON	O
sorte	ADJ	B-adj.phys
og	CONJ	O
medicinen	ADJ	B-noun.artifact
til	ADP	B-verb.COLL
at	PRT	O
glide	VERB	B-verb.motion
ned	ADV	B-verb.PARTICLE
.	.	O

Spilkvaliteten	NOUN	B-noun.abstract
dalede	NOUN	B-verb.change
efter	ADP	O
pausen	NOUN	B-noun.time
,	.	O
hvor	ADV	O
Esbjerg	NOUN	B-noun.person
-	.	I-noun.person
spillerne	NOUN	I-noun.person
ihærdigt	NOUN	O
prøvede	VERB	B-verb.act
at	PRT	O
fighte	VERB	B-verb.competition
sig	PRON	B-verb.REFLPRON
til	ADP	B-verb.COLL
et	PRON	O
overtag	NOUN	B-noun.relation
og	CONJ	O
også	ADV	O
fik	VERB	O
produceret	VERB	B-verb.creation
nogle	PRON	O
farlige	ADJ	B-adj.all
afslutninger	NOUN	B-noun.act
.	.	O

Det	PRON	O
amerikanske	ADJ	B-adj.social
udenrigsministerium	NOUN	B-noun.institution
afslog	VERB	B-verb.communication
at	PRT	O
kommentere	VERB	B-verb.communication
spørgsmålet	NOUN	B-noun.communication
om	ADP	O
Sveriges	NOUN	B-noun.institution
ændrede	VERB	B-adj.all
diplomatiske	ADJ	B-adj.social
repræsentation	NOUN	B-noun.state
på	ADP	O

Knap	ADV	O
30	NUM	O
.	.	O
000	NUM	O
mennesker	NOUN	B-noun.person
så	ADV	B-verb.perception
'	ADJ	O
Til	ADP	B-noun.communication
vægs	NOUN	I-noun.communication
'	NOUN	O
fra	ADP	O
januar	NOUN	B-noun.time
og	CONJ	O
frem	ADV	O
til	ADP	O
i	ADP	O
søndags	NOUN	B-noun.time
,	.	O
mens	CONJ	O
også	ADV	O
anmelderne	NOUN	B-noun.person
jublede	VERB	B-verb.communication
om	ADP	O
kap	X	O
.	.	O

Familien	NOUN	B-noun.person
Ahmeds	VERB	I-noun.person
advokat	NOUN	B-noun.person
,	.	O
Niels	NOUN	B-noun.person
Anker	NOUN	I-noun.person
Rasmussen	NOUN	I-noun.person
,	.	O
skrev	VERB	B-verb.communication
for	ADP	O
en	PRON	O
måned	NOUN	B-noun.time
siden	ADV	O
til	ADP	O
Sikringen	NOUN	B-noun.institution
og	CONJ	O
bad	VERB	B-verb.communication
på	ADP	O
vegne	NOUN	O
af	ADP	O
patienten	NOUN	B-noun.person
,	.	O
Abdulle	NOUN	B-noun.person
Ahmed	NOUN	I-noun.person
,	.	O
om	ADP	O
at	PRT	O
få	VERB	O
udleveret	VERB	B-verb.possession
protokollerne	NOUN	B-noun.communication
.	.	O

Mennesker	NOUN	B-noun.person
gør	VERB	B-verb.act
jo	ADV	O
bare	ADV	O
det	PRON	O
,	.	O
man	PRON	O
altid	ADV	O
har	VERB	O
gjort	VERB	B-verb.act
,	.	O
nemlig	ADV	O
at	PRT	O
kopiere	VERB	B-verb.act
hinanden	PRON	O
og	CONJ	O
fordele	NOUN	B-verb.possession
viden	NOUN	B-noun.cognition
og	CONJ	O
kultur	NOUN	B-noun.abstract
.	.	O

Men	CONJ	O
der	PRT	O
har	VERB	O
jo	ADV	O
været	VERB	B-verb.stative
uenighed	NOUN	B-noun.cognition
om	ADP	O
det	PRON	O
her	ADV	O
emne	NOUN	B-noun.domain
?	.	O

Prislejet	NOUN	B-noun.quantity
er	VERB	B-verb.stative
således	ADV	O
på	ADP	O
niveau	NOUN	B-noun.relation
med	ADV	O
for	ADP	O
eksempel	NOUN	O
Pastis	NOUN	B-noun.institution
og	CONJ	O
måske	ADV	O
lidt	ADJ	O
billigere	ADJ	B-adj.all
end	CONJ	O
Bistro	NOUN	B-noun.institution
Boheme	NOUN	I-noun.institution
.	.	O

(	.	O
alh	NOUN	O
)	.	O

T	NOUN	O
.	.	O
s	X	O
oplysninger	NOUN	B-noun.communication
er	VERB	B-verb.stative
det	PRON	O
planen	NOUN	B-noun.cognition
,	.	O
at	CONJ	O
Naser	NOUN	B-noun.person
Khader	NOUN	I-noun.person
skal	VERB	O
indtage	VERB	B-verb.possession
rollen	NOUN	B-noun.attribute
som	PRT	O
sit	PRON	O
nye	ADJ	B-adj.time
partis	NOUN	B-noun.institution
ordfører	NOUN	B-noun.person
i	ADP	O
værdipolitiske	ADJ	B-adj.social
spørgsmål	NOUN	B-noun.cognition
.	.	O

Hvad	PRON	O
med	ADP	O
en	PRON	O
ni	NUM	O
år	NOUN	B-noun.time
gammel	ADJ	B-adj.time
dyrepark	NOUN	B-noun.location
med	ADP	O
adresse	NOUN	B-noun.location
i	ADP	O
den	PRON	O
lille	ADJ	B-adj.phys
sønderjyske	ADJ	B-adj.social
by	NOUN	B-noun.location
Lintrup	NOUN	B-noun.location
.	.	O

Stop	NOUN	B-verb.aspectual
administrative	ADJ	B-adj.social
udvisninger	NOUN	B-noun.act
"	.	O
.	.	O

Da	CONJ	O
var	VERB	B-verb.stative
jeg	PRON	O
i	ADP	O
Paris	NOUN	B-noun.location
.	.	O

"	.	O
Udfordringen	NOUN	B-noun.abstract
bliver	VERB	B-verb.stative
hele	ADJ	O
tiden	NOUN	B-noun.time
at	PRT	O
fylde	VERB	O
op	ADV	B-verb.PARTICLE
med	ADP	O
nye	ADJ	B-adj.time
bøger	NOUN	B-noun.communication
,	.	O
for	ADP	O
lånerne	NOUN	B-noun.person
skal	VERB	O
have	VERB	B-verb.possession
et	PRON	O
indtryk	NOUN	B-noun.cognition
af	ADP	O
et	PRON	O
bugnende	VERB	B-adj.all
tilbud	NOUN	B-noun.abstract
